country,year,sex,age,suicides_no,population,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Maldives,2007,male,35-54 years,0,34278,Maldives2007,,"1,868,383,461",6115,Boomers
Romania,1989,female,35-54 years,237,2891300,Romania1989,,"42,105,263,158",1973,Silent
Belgium,2011,male,15-24 years,109,676437,Belgium2011,0.886,"527,008,453,887",50893,Millenials
Barbados,1985,male,25-34 years,1,22000,Barbados1985,0.7,"1,417,575,550",6137,Boomers
Paraguay,2003,female,75+ years,0,56494,Paraguay2003,,"6,588,103,836",1339,Silent
Kuwait,2006,male,55-74 years,0,78524,Kuwait2006,,"101,550,654,721",46890,Silent
Qatar,2006,male,25-34 years,7,200436,Qatar2006,,"60,882,142,857",64762,Generation X
Belarus,1993,male,15-24 years,175,723100,Belarus1993,,"16,280,991,736",1689,Generation X
Ecuador,1999,male,15-24 years,138,1222195,Ecuador1999,,"19,645,272,636",1805,Generation X
Costa Rica,2014,male,15-24 years,43,416344,Costa Rica2014,0.766,"50,577,769,838",11485,Millenials
United Kingdom,2005,female,25-34 years,162,3983494,United Kingdom2005,0.89,"2,520,701,818,182",44372,Generation X
Spain,2000,male,35-54 years,742,5461859,Spain2000,0.827,"595,402,616,547",15538,Boomers
Singapore,1986,female,75+ years,30,26000,Singapore1986,,"18,569,292,305",7805,G.I. Generation
Japan,1990,male,25-34 years,1462,7927600,Japan1990,0.814,"3,132,817,652,848",26949,Boomers
Guyana,1991,female,15-24 years,20,83288,Guyana1991,,"336,708,419",514,Generation X
Oman,2010,female,75+ years,0,14260,Oman2010,0.795,"58,642,392,718",21337,Silent
Kazakhstan,2007,female,15-24 years,203,1498711,Kazakhstan2007,,"104,849,886,826",7423,Millenials
Bulgaria,1990,female,25-34 years,30,606700,Bulgaria1990,0.695,"20,632,090,909",2451,Boomers
United Arab Emirates,2007,female,15-24 years,4,350408,United Arab Emirates2007,,"257,916,133,424",45285,Millenials
Philippines,2008,female,55-74 years,31,3795762,Philippines2008,,"174,195,136,253",2188,Silent
Azerbaijan,1996,male,35-54 years,14,693800,Azerbaijan1996,,"3,176,749,593",476,Boomers
Chile,1994,male,55-74 years,127,666400,Chile1994,,"57,008,425,296",4551,Silent
Azerbaijan,2004,female,75+ years,5,99600,Azerbaijan2004,,"8,680,472,169",1122,Silent
Netherlands,2007,female,55-74 years,124,1703333,Netherlands2007,,"839,419,655,078",54418,Silent
Guyana,2005,male,15-24 years,21,64802,Guyana2005,0.618,"824,880,550",1235,Millenials
Armenia,2003,male,25-34 years,10,210715,Armenia2003,,"2,807,061,009",928,Generation X
Guatemala,1993,male,75+ years,3,47600,Guatemala1993,,"11,399,942,453",1381,G.I. Generation
Paraguay,1987,male,75+ years,3,21474,Paraguay1987,,"3,778,316,380",1158,G.I. Generation
Antigua and Barbuda,1999,male,75+ years,0,947,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
Argentina,2012,male,5-14 years,29,3615254,Argentina2012,0.831,"545,982,375,701",14203,Generation Z
Georgia,1990,male,75+ years,14,62200,Georgia1990,,"7,753,501,868",1555,G.I. Generation
Thailand,1994,male,15-24 years,483,6181000,Thailand1994,,"146,683,499,006",2784,Generation X
Chile,1997,male,75+ years,41,145725,Chile1997,,"84,952,360,922",6368,G.I. Generation
Colombia,1997,female,55-74 years,17,1575903,Colombia1997,,"106,659,508,271",3106,Silent
Serbia,2011,female,75+ years,95,333972,Serbia2011,0.761,"46,466,728,667",6734,Silent
Luxembourg,1990,female,25-34 years,2,32300,Luxembourg1990,0.779,"13,229,247,948",36871,Boomers
Suriname,1986,female,25-34 years,2,28111,Suriname1986,,"891,000,000",2731,Boomers
San Marino,2000,male,15-24 years,0,1412,San Marino2000,,"1,101,897,918",43435,Generation X
Sweden,1999,female,55-74 years,88,885033,Sweden1999,,"270,847,937,645",32328,Silent
New Zealand,1996,female,25-34 years,21,300200,New Zealand1996,,"70,140,835,299",20434,Generation X
Serbia,2013,male,55-74 years,338,849852,Serbia2013,0.771,"45,519,650,911",6662,Boomers
Estonia,1997,female,5-14 years,0,101713,Estonia1997,,"5,066,240,419",3806,Millenials
Austria,2000,female,75+ years,92,394864,Austria2000,0.836,"196,799,778,883",25922,G.I. Generation
Guyana,2008,female,5-14 years,4,86356,Guyana2008,,"1,922,598,121",2873,Generation Z
Belize,2005,male,35-54 years,2,25696,Belize2005,0.701,"1,114,222,550",4547,Boomers
Belgium,2005,female,75+ years,69,537786,Belgium2005,0.866,"387,365,750,529",39124,Silent
Panama,2000,female,35-54 years,1,322587,Panama2000,0.714,"12,304,115,000",4577,Boomers
Republic of Korea,2000,female,35-54 years,616,6714173,Republic of Korea2000,,"561,633,125,840",12686,Boomers
Italy,1985,male,35-54 years,902,7267900,Italy1985,0.738,"450,725,816,043",8329,Silent
Guyana,2004,male,35-54 years,48,84137,Guyana2004,,"785,918,770",1180,Boomers
Armenia,2016,male,75+ years,12,61956,Armenia2016,,"10,546,135,160",3788,Silent
Azerbaijan,1992,male,35-54 years,39,610500,Azerbaijan1992,,"4,991,350,458",784,Boomers
Poland,1992,male,15-24 years,465,2862200,Poland1992,,"94,337,050,693",2650,Generation X
France,1993,male,55-74 years,2100,5032900,France1993,,"1,322,815,612,694",24521,Silent
Paraguay,1985,male,5-14 years,1,471865,Paraguay1985,0.564,"2,966,234,106",964,Generation X
Bulgaria,1995,male,15-24 years,87,627900,Bulgaria1995,0.696,"13,063,422,619",1636,Generation X
Saint Lucia,2005,male,15-24 years,1,16438,Saint Lucia2005,0.691,"951,207,366",6292,Millenials
Colombia,2014,male,75+ years,83,486197,Colombia2014,0.72,"378,195,716,714",8591,Silent
Croatia,2011,female,55-74 years,68,545430,Croatia2011,0.814,"62,375,044,443",14890,Boomers
Ecuador,1994,male,35-54 years,96,1018423,Ecuador1994,,"22,708,673,337",2335,Boomers
Iceland,2008,male,15-24 years,4,24143,Iceland2008,,"17,658,408,759",59489,Millenials
Cyprus,2004,male,35-54 years,3,98485,Cyprus2004,,"17,422,375,000",25227,Boomers
Georgia,1996,male,25-34 years,20,333150,Georgia1996,,"3,094,915,506",718,Generation X
United Arab Emirates,2007,male,75+ years,0,8489,United Arab Emirates2007,,"257,916,133,424",45285,Silent
Grenada,2002,male,5-14 years,0,11910,Grenada2002,,"540,336,926",5879,Millenials
Panama,2012,male,35-54 years,29,463652,Panama2012,0.772,"40,429,734,400",11908,Generation X
New Zealand,1985,male,55-74 years,60,235700,New Zealand1985,0.805,"24,950,895,141",8246,G.I. Generation
Kiribati,1992,female,55-74 years,1,2799,Kiribati1992,,"47,737,955",759,Silent
Montenegro,2003,female,35-54 years,0,86276,Montenegro2003,,"1,707,710,053",2946,Boomers
Romania,1989,female,15-24 years,75,1830400,Romania1989,,"42,105,263,158",1973,Generation X
Denmark,2007,male,25-34 years,56,347246,Denmark2007,,"319,423,370,134",62229,Generation X
Albania,1995,male,75+ years,1,25100,Albania1995,0.619,"2,424,499,009",835,G.I. Generation
Sri Lanka,1996,female,25-34 years,284,1516469,Sri Lanka1996,,"13,897,738,375",834,Generation X
Poland,2009,male,5-14 years,25,1992140,Poland2009,,"439,796,160,379",12141,Generation Z
Luxembourg,2003,male,55-74 years,8,39335,Luxembourg2003,,"29,557,325,056",69768,Silent
Russian Federation,2011,male,15-24 years,3569,10070836,Russian Federation2011,,"2,051,661,732,060",15226,Millenials
Turkmenistan,2001,male,15-24 years,87,467132,Turkmenistan2001,,"3,534,803,922",863,Millenials
South Africa,1999,male,25-34 years,64,3570497,South Africa1999,,"136,631,966,609",3424,Generation X
Slovakia,1994,male,35-54 years,263,698995,Slovakia1994,,"20,079,363,626",4036,Boomers
Turkmenistan,1996,male,55-74 years,31,148900,Turkmenistan1996,,"2,379,281,768",608,Silent
Finland,2014,male,35-54 years,207,708947,Finland2014,0.883,"272,609,288,690",52832,Generation X
Ecuador,2011,male,25-34 years,161,1202963,Ecuador2011,0.723,"79,276,664,000",5836,Millenials
Saint Vincent and Grenadines,2009,female,5-14 years,0,9944,Saint Vincent and Grenadines2009,,"674,922,481",6754,Generation Z
Colombia,2011,male,55-74 years,231,2445112,Colombia2011,0.713,"335,415,156,702",7885,Boomers
Guyana,1995,female,5-14 years,0,87174,Guyana1995,0.581,"621,626,786",939,Millenials
Belarus,2009,female,5-14 years,3,447324,Belarus2009,,"49,209,523,810",5366,Generation Z
Chile,1997,female,55-74 years,17,881537,Chile1997,,"84,952,360,922",6368,Silent
Philippines,1999,female,55-74 years,21,2623906,Philippines1999,,"82,995,145,792",1262,Silent
Ukraine,1993,female,55-74 years,940,6338500,Ukraine1993,,"65,648,559,903",1349,Silent
El Salvador,1999,male,25-34 years,84,390125,El Salvador1999,,"11,284,197,000",2229,Generation X
Philippines,2007,female,5-14 years,13,10163198,Philippines2007,,"149,359,918,060",1915,Generation Z
Canada,2013,male,15-24 years,300,2362807,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Belgium,1992,male,15-24 years,114,683800,Belgium1992,,"236,038,384,442",25036,Generation X
Estonia,2012,male,5-14 years,2,67323,Estonia2012,0.855,"23,043,864,510",18411,Generation Z
Austria,1995,male,35-54 years,437,1074328,Austria1995,0.815,"241,038,283,063",32237,Boomers
Uzbekistan,1994,male,75+ years,10,95300,Uzbekistan1994,,"12,899,156,991",674,G.I. Generation
Albania,2008,male,75+ years,2,44574,Albania2008,,"12,881,352,688",4672,Silent
Ireland,1998,female,15-24 years,13,314723,Ireland1998,,"90,082,034,316",26115,Generation X
Norway,1996,male,75+ years,37,121700,Norway1996,,"163,517,783,497",40098,G.I. Generation
Ecuador,2009,male,15-24 years,214,1419517,Ecuador2009,,"62,519,686,000",4762,Millenials
France,2003,female,25-34 years,281,4060810,France2003,,"1,840,480,812,641",32656,Generation X
Belgium,1989,male,35-54 years,422,1267600,Belgium1989,,"165,100,094,595",17659,Silent
United Kingdom,1996,female,35-54 years,350,7826169,United Kingdom1996,,"1,408,781,591,264",25609,Boomers
Kuwait,1994,male,35-54 years,7,289600,Kuwait1994,,"24,848,483,838",17161,Boomers
Panama,2000,female,25-34 years,7,250976,Panama2000,0.714,"12,304,115,000",4577,Generation X
Poland,2003,female,25-34 years,80,2716171,Poland2003,,"217,513,049,292",5983,Generation X
United Kingdom,2015,female,15-24 years,104,3966564,United Kingdom2015,,"2,885,570,309,161",47240,Millenials
Grenada,2005,female,35-54 years,0,10010,Grenada2005,,"695,370,296",7422,Boomers
Aruba,2005,male,55-74 years,2,6989,Aruba2005,,"2,331,005,587",24870,Silent
Estonia,2008,male,35-54 years,71,179930,Estonia2008,,"24,194,039,256",19141,Boomers
Australia,2001,male,35-54 years,752,2803465,Australia2001,,"378,215,090,694",20860,Boomers
Chile,1986,female,5-14 years,4,1179300,Chile1986,,"18,891,048,819",1728,Generation X
Panama,2006,male,75+ years,11,38964,Panama2006,,"18,141,666,300",5972,Silent
Cyprus,2012,male,55-74 years,5,79804,Cyprus2012,0.852,"25,041,372,222",30752,Boomers
Azerbaijan,1994,female,55-74 years,5,456200,Azerbaijan1994,,"3,313,739,674",508,Silent
Germany,2002,female,5-14 years,8,4220169,Germany2002,,"2,079,136,081,310",26441,Millenials
Singapore,1986,male,5-14 years,2,213700,Singapore1986,,"18,569,292,305",7805,Generation X
Mexico,1991,female,35-54 years,75,7306000,Mexico1991,,"314,454,015,372",4204,Boomers
United States,1994,male,15-24 years,4302,18347400,United States1994,,"7,308,755,000,000",30375,Generation X
United Kingdom,1996,female,25-34 years,190,4613261,United Kingdom1996,,"1,408,781,591,264",25609,Generation X
Italy,2000,female,15-24 years,51,3324191,Italy2000,0.829,"1,141,759,996,315",21027,Generation X
Trinidad and Tobago,1998,female,5-14 years,3,125726,Trinidad and Tobago1998,,"6,043,694,330",5175,Millenials
Qatar,2008,male,15-24 years,1,184417,Qatar2008,,"115,270,054,945",87961,Millenials
Kyrgyzstan,1999,female,55-74 years,23,227800,Kyrgyzstan1999,,"1,249,062,025",291,Silent
Panama,2003,male,25-34 years,41,269356,Panama2003,,"13,693,981,200",4790,Generation X
Cyprus,2007,female,75+ years,0,24362,Cyprus2007,,"24,077,470,572",33048,Silent
Romania,1990,female,75+ years,64,566300,Romania1990,0.703,"38,995,454,545",1822,G.I. Generation
Austria,1995,female,5-14 years,0,460945,Austria1995,0.815,"241,038,283,063",32237,Millenials
Austria,1988,female,55-74 years,186,817219,Austria1988,,"133,339,397,080",18663,G.I. Generation
Germany,1994,female,35-54 years,971,10893100,Germany1994,,"2,205,966,011,812",28588,Boomers
Israel,2000,female,5-14 years,0,561751,Israel2000,0.85,"132,339,311,284",23451,Millenials
Italy,1997,female,15-24 years,68,3706781,Italy1997,,"1,239,050,932,242",22869,Generation X
Costa Rica,2003,female,5-14 years,2,397535,Costa Rica2003,,"17,195,867,540",4583,Millenials
United States,1990,female,35-54 years,2175,31749500,United States1990,0.859,"5,979,589,000,000",26004,Silent
Costa Rica,2007,female,75+ years,0,65096,Costa Rica2007,,"26,743,874,206",6661,Silent
Brazil,1988,male,75+ years,135,675564,Brazil1988,,"330,397,381,998",2628,G.I. Generation
Italy,1987,female,35-54 years,343,7483400,Italy1987,,"803,055,418,883",14756,Silent
Mexico,1988,female,35-54 years,60,6590000,Mexico1988,,"183,144,164,357",2630,Silent
Thailand,2015,female,15-24 years,55,4632371,Thailand2015,,"401,399,422,443",6552,Millenials
Ukraine,2014,female,55-74 years,465,5487093,Ukraine2014,0.747,"133,503,411,376",3299,Boomers
France,2005,male,15-24 years,439,3992606,France2005,0.867,"2,196,126,103,718",38420,Millenials
Croatia,2003,male,15-24 years,57,306000,Croatia2003,,"34,658,113,497",8202,Millenials
United States,1999,female,25-34 years,912,19109524,United States1999,,"9,660,624,000,000",38072,Generation X
Kazakhstan,1990,male,5-14 years,53,1698000,Kazakhstan1990,0.69,"26,932,728,899",1823,Generation X
Luxembourg,1991,female,75+ years,1,15600,Luxembourg1991,,"14,321,878,795",39465,G.I. Generation
Japan,2013,male,25-34 years,2178,7186000,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Guatemala,2006,female,5-14 years,5,1770281,Guatemala2006,,"30,231,249,362",2653,Millenials
Argentina,2006,female,55-74 years,115,2983954,Argentina2006,,"232,557,260,817",6475,Silent
Romania,1994,female,5-14 years,5,1694100,Romania1994,,"30,074,440,483",1406,Millenials
Chile,2009,female,55-74 years,59,1260914,Chile2009,,"172,389,498,445",11062,Silent
Jamaica,1991,female,25-34 years,0,198469,Jamaica1991,,"4,071,219,198",1889,Boomers
Kuwait,2000,female,75+ years,0,4246,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation
Philippines,1998,female,5-14 years,10,9141469,Philippines1998,,"72,207,028,767",1124,Millenials
Kazakhstan,2005,male,35-54 years,1225,1893623,Kazakhstan2005,0.746,"57,123,671,734",4096,Boomers
Albania,1998,male,5-14 years,2,388400,Albania1998,,"2,707,123,772",899,Millenials
Finland,1995,male,25-34 years,194,374600,Finland1995,0.815,"134,199,346,405",28068,Generation X
Seychelles,2011,male,55-74 years,0,5026,Seychelles2011,0.752,"1,065,826,670",13204,Boomers
Sweden,2004,female,35-54 years,103,1199288,Sweden2004,,"381,705,425,302",44831,Boomers
Kazakhstan,2015,female,35-54 years,175,2313458,Kazakhstan2015,,"184,388,432,149",11784,Generation X
Fiji,2005,male,55-74 years,1,38247,Fiji2005,0.694,"3,006,725,015",4104,Silent
Spain,2013,female,15-24 years,45,2226350,Spain2013,0.874,"1,361,854,206,549",30792,Millenials
Mauritius,2002,male,15-24 years,17,100533,Mauritius2002,,"4,767,303,154",4415,Millenials
Chile,1991,female,15-24 years,34,1217200,Chile1991,,"37,834,793,730",3187,Generation X
France,1987,male,55-74 years,2198,4576100,France1987,,"934,173,305,686",17999,G.I. Generation
Guatemala,1992,male,5-14 years,0,1411211,Guatemala1992,,"10,440,842,165",1294,Millenials
Brazil,1997,female,25-34 years,282,13987171,Brazil1997,,"883,199,625,325",5891,Generation X
Netherlands,2016,female,15-24 years,35,1025443,Netherlands2016,,"777,227,541,581",48108,Millenials
Bahamas,2010,male,35-54 years,3,50326,Bahamas2010,0.774,"10,095,760,000",30239,Generation X
Switzerland,2002,female,15-24 years,28,420181,Switzerland2002,,"301,416,810,214",43419,Millenials
Italy,2006,female,55-74 years,274,6982799,Italy2006,,"1,942,633,797,516",34578,Silent
Turkmenistan,1988,male,25-34 years,48,276400,Turkmenistan1988,,"3,010,982,414",1029,Boomers
Qatar,2007,female,35-54 years,1,84797,Qatar2007,,"79,712,087,912",71460,Boomers
Kazakhstan,2005,male,55-74 years,402,716191,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
Grenada,2007,female,15-24 years,0,12038,Grenada2007,,"758,683,593",8035,Millenials
Puerto Rico,2003,female,35-54 years,11,519735,Puerto Rico2003,,"74,827,400,000",21264,Boomers
South Africa,2002,male,5-14 years,5,5141866,South Africa2002,,"115,748,110,113",2769,Millenials
Hungary,2011,female,15-24 years,16,595635,Hungary2011,0.823,"140,782,064,609",14827,Millenials
Cuba,2003,female,55-74 years,121,843896,Cuba2003,,"35,901,200,000",3409,Silent
Chile,2014,male,5-14 years,12,1280751,Chile2014,0.832,"260,584,090,571",15883,Generation Z
Australia,1999,female,5-14 years,6,1300535,Australia1999,,"388,395,162,301",22016,Millenials
Norway,2006,female,75+ years,6,220894,Norway2006,,"345,424,664,369",79007,Silent
United States,1991,female,55-74 years,1342,21331000,United States1991,,"6,174,043,000,000",26503,Silent
Turkmenistan,2001,male,25-34 years,114,357442,Turkmenistan2001,,"3,534,803,922",863,Generation X
Belize,1986,male,25-34 years,1,12100,Belize1986,,"227,850,000",1552,Boomers
Kuwait,1998,female,35-54 years,6,184143,Kuwait1998,,"25,941,929,462",14209,Boomers
Netherlands,2001,male,25-34 years,183,1222239,Netherlands2001,,"426,573,601,790",28366,Generation X
Grenada,2004,female,5-14 years,0,11048,Grenada2004,,"599,118,593",6428,Millenials
Greece,1997,male,25-34 years,68,827622,Greece1997,,"143,157,600,025",13968,Generation X
Australia,2013,female,5-14 years,6,1389383,Australia2013,0.933,"1,573,696,522,007",72856,Generation Z
Macau,1994,female,75+ years,3,6106,Macau1994,,"6,265,844,252",18081,G.I. Generation
Saint Vincent and Grenadines,2003,male,15-24 years,0,10742,Saint Vincent and Grenadines2003,,"481,806,296",4902,Millenials
Poland,1994,female,75+ years,57,958100,Poland1994,,"110,803,391,517",3081,G.I. Generation
Bahamas,2000,female,25-34 years,0,25314,Bahamas2000,0.778,"8,076,470,000",29942,Generation X
Malta,1993,female,15-24 years,0,25500,Malta1993,,"2,709,178,327",8022,Generation X
Cuba,2001,male,75+ years,192,211923,Cuba2001,,"31,682,400,000",3037,Silent
Slovenia,2014,female,5-14 years,0,93603,Slovenia2014,0.88,"49,904,928,335",25569,Generation Z
Maldives,2003,female,15-24 years,0,35389,Maldives2003,,"1,052,121,055",3867,Millenials
Ireland,1996,female,5-14 years,0,296300,Ireland1996,,"75,880,632,560",22478,Millenials
Ecuador,2005,female,55-74 years,13,622240,Ecuador2005,0.698,"41,507,085,000",3397,Silent
Italy,1995,male,35-54 years,960,7461480,Italy1995,0.799,"1,170,787,352,906",21625,Boomers
Kuwait,2005,female,75+ years,0,3575,Kuwait2005,0.795,"80,797,945,205",39166,Silent
Ukraine,1987,male,55-74 years,1934,3652600,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Republic of Korea,2015,male,75+ years,1329,944284,Republic of Korea2015,,"1,382,764,027,114",28410,Silent
Croatia,1995,female,75+ years,39,147800,Croatia1995,0.694,"22,387,561,845",4978,G.I. Generation
Turkmenistan,1989,male,75+ years,4,16800,Turkmenistan1989,,"3,006,988,217",1003,G.I. Generation
Mexico,1989,male,15-24 years,472,9284000,Mexico1989,,"222,977,046,516",3125,Generation X
El Salvador,2007,male,25-34 years,114,401997,El Salvador2007,,"17,011,750,900",3111,Generation X
